Feature,Importance
cat__TotalCharges_5475.9,0.0
cat__TotalCharges_5471.75,0.0
cat__TotalCharges_547.8,0.0
cat__TotalCharges_547.65,0.0
cat__TotalCharges_5461.45,0.0
cat__TotalCharges_545.15,0.0
cat__TotalCharges_5460.2,0.0
cat__TotalCharges_546.95,0.0
cat__TotalCharges_546.85,0.0
cat__TotalCharges_546.45,0.0
cat__TotalCharges_5459.2,0.0
cat__TotalCharges_5453.4,0.0
cat__TotalCharges_5450.7,0.0
cat__TotalCharges_5538.35,0.0
cat__TotalCharges_554.05,0.0
cat__TotalCharges_5676,0.0
cat__TotalCharges_5621.85,0.0
cat__TotalCharges_563.5,0.0
cat__TotalCharges_563.05,0.0
cat__TotalCharges_5629.55,0.0
cat__TotalCharges_5629.15,0.0
cat__TotalCharges_5625.55,0.0
cat__TotalCharges_5624.85,0.0
cat__TotalCharges_5623.7,0.0
cat__TotalCharges_562.7,0.0
cat__TotalCharges_5632.55,0.0
cat__TotalCharges_5618.3,0.0
cat__TotalCharges_5617.95,0.0
cat__TotalCharges_5617.75,0.0
cat__TotalCharges_5614.45,0.0
cat__TotalCharges_5611.75,0.0
cat__TotalCharges_5611.7,0.0
cat__TotalCharges_5610.7,0.0
cat__TotalCharges_563.65,0.0
cat__TotalCharges_5637.85,0.0
cat__TotalCharges_561.15,0.0
cat__TotalCharges_566.1,0.0
cat__TotalCharges_5673.7,0.0
cat__TotalCharges_567.8,0.0
cat__TotalCharges_567.45,0.0
cat__TotalCharges_5669.5,0.0
cat__TotalCharges_5662.25,0.0
cat__TotalCharges_5661.7,0.0
cat__TotalCharges_566.5,0.0
cat__TotalCharges_5656.75,0.0
cat__TotalCharges_5639.05,0.0
cat__TotalCharges_565.35,0.0
cat__TotalCharges_5646.6,0.0
cat__TotalCharges_5645.8,0.0
cat__TotalCharges_5643.4,0.0
cat__TotalCharges_564.65,0.0
cat__TotalCharges_564.4,0.0
cat__TotalCharges_966.25,0.0
cat__TotalCharges_5610.15,0.0
cat__TotalCharges_966.55,0.0
cat__TotalCharges_554.25,0.0
cat__TotalCharges_5564.85,0.0
cat__TotalCharges_5580.8,0.0
cat__TotalCharges_5574.75,0.0
cat__TotalCharges_5574.35,0.0
cat__TotalCharges_5568.35,0.0
cat__TotalCharges_5567.55,0.0
cat__TotalCharges_5567.45,0.0
cat__TotalCharges_5566.4,0.0
cat__TotalCharges_5563.65,0.0
cat__TotalCharges_5581.05,0.0
cat__TotalCharges_5560,0.0
cat__TotalCharges_5555.3,0.0
cat__TotalCharges_5553.25,0.0
cat__TotalCharges_5552.5,0.0
cat__TotalCharges_5551.15,0.0
cat__TotalCharges_555.4,0.0
cat__TotalCharges_554.45,0.0
cat__TotalCharges_967.85,0.0
cat__TotalCharges_5586.45,0.0
cat__TotalCharges_5608.4,0.0
cat__TotalCharges_56.25,0.0
cat__TotalCharges_5607.75,0.0
cat__TotalCharges_5602.25,0.0
cat__TotalCharges_5601.4,0.0
cat__TotalCharges_5600.15,0.0
cat__TotalCharges_560.85,0.0
cat__TotalCharges_560.6,0.0
cat__TotalCharges_56.35,0.0
cat__TotalCharges_56,0.0
cat__TotalCharges_5588.8,0.0
cat__TotalCharges_5598.3,0.0
cat__TotalCharges_5598,0.0
cat__TotalCharges_5597.65,0.0
cat__TotalCharges_5595.3,0.0
cat__TotalCharges_5594,0.0
cat__TotalCharges_559.2,0.0
cat__TotalCharges_5589.3,0.0
cat__TotalCharges_487.05,0.0
cat__TotalCharges_4861.45,0.0
cat__TotalCharges_4867.95,0.0
cat__TotalCharges_42.7,0.0
cat__TotalCharges_4213.9,0.0
cat__TotalCharges_4213.35,0.0
cat__TotalCharges_4211.55,0.0
cat__TotalCharges_4200.25,0.0
cat__TotalCharges_420.45,0.0
cat__TotalCharges_420.2,0.0
cat__TotalCharges_42.9,0.0
cat__TotalCharges_4194.85,0.0
cat__TotalCharges_4217.8,0.0
cat__TotalCharges_4193.4,0.0
cat__TotalCharges_4192.15,0.0
cat__TotalCharges_4191.45,0.0
cat__TotalCharges_419.9,0.0
cat__TotalCharges_419.7,0.0
cat__TotalCharges_419.35,0.0
cat__TotalCharges_4187.75,0.0
cat__TotalCharges_4214.25,0.0
cat__TotalCharges_422.3,0.0
cat__TotalCharges_418.8,0.0
cat__TotalCharges_4234.15,0.0
cat__TotalCharges_4242.35,0.0
cat__TotalCharges_424.5,0.0
cat__TotalCharges_424.45,0.0
cat__TotalCharges_424.15,0.0
cat__TotalCharges_4238.45,0.0
cat__TotalCharges_4237.5,0.0
cat__TotalCharges_4236.6,0.0
cat__TotalCharges_4233.95,0.0
cat__TotalCharges_422.4,0.0
cat__TotalCharges_4230.25,0.0
cat__TotalCharges_4226.7,0.0
cat__TotalCharges_997.75,0.0
cat__TotalCharges_4220.35,0.0
cat__TotalCharges_422.7,0.0
cat__TotalCharges_422.6,0.0
cat__TotalCharges_422.5,0.0
cat__TotalCharges_4186.3,0.0
cat__TotalCharges_418.4,0.0
cat__TotalCharges_4254.85,0.0
cat__TotalCharges_4145.9,0.0
cat__TotalCharges_415.9,0.0
cat__TotalCharges_415.55,0.0
cat__TotalCharges_415.4,0.0
cat__TotalCharges_415.1,0.0
cat__TotalCharges_415.05,0.0
cat__TotalCharges_4149.45,0.0
cat__TotalCharges_4146.05,0.0
cat__TotalCharges_4145.25,0.0
cat__TotalCharges_4154.8,0.0
cat__TotalCharges_4140.1,0.0
cat__TotalCharges_414.1,0.0
cat__TotalCharges_4138.9,0.0
cat__TotalCharges_4138.7,0.0
cat__TotalCharges_4138.05,0.0
cat__TotalCharges_4137.2,0.0
cat__TotalCharges_4136.4,0.0
cat__TotalCharges_4154.55,0.0
cat__TotalCharges_4155.95,0.0
cat__TotalCharges_418.3,0.0
cat__TotalCharges_417.65,0.0
cat__TotalCharges_418.25,0.0
cat__TotalCharges_4179.2,0.0
cat__TotalCharges_4179.1,0.0
cat__TotalCharges_4178.65,0.0
cat__TotalCharges_4174.35,0.0
cat__TotalCharges_417.75,0.0
cat__TotalCharges_417.7,0.0
cat__TotalCharges_417.5,0.0
cat__TotalCharges_4156.8,0.0
cat__TotalCharges_417,0.0
cat__TotalCharges_4166.35,0.0
cat__TotalCharges_4162.05,0.0
cat__TotalCharges_416.45,0.0
cat__TotalCharges_416.3,0.0
cat__TotalCharges_4159.45,0.0
cat__TotalCharges_4158.25,0.0
cat__TotalCharges_4250.1,0.0
cat__TotalCharges_4259.3,0.0
cat__TotalCharges_438.4,0.0
cat__TotalCharges_434.1,0.0
cat__TotalCharges_435.25,0.0
cat__TotalCharges_435,0.0
cat__TotalCharges_4348.65,0.0
cat__TotalCharges_4348.1,0.0
cat__TotalCharges_4346.4,0.0
cat__TotalCharges_434.8,0.0
cat__TotalCharges_994.55,0.0
cat__TotalCharges_4338.6,0.0
cat__TotalCharges_435.45,0.0
cat__TotalCharges_4335.2,0.0
cat__TotalCharges_4331.4,0.0
cat__TotalCharges_433.95,0.0
cat__TotalCharges_433.75,0.0
cat__TotalCharges_433.5,0.0
cat__TotalCharges_4327.5,0.0
cat__TotalCharges_4326.25,0.0
cat__TotalCharges_435.4,0.0
cat__TotalCharges_4350.1,0.0
cat__TotalCharges_4323.35,0.0
cat__TotalCharges_4370.25,0.0
cat__TotalCharges_438.05,0.0
cat__TotalCharges_438,0.0
cat__TotalCharges_4378.9,0.0
cat__TotalCharges_4378.8,0.0
cat__TotalCharges_4378.35,0.0
cat__TotalCharges_4374.55,0.0
cat__TotalCharges_4370.75,0.0
cat__TotalCharges_4368.95,0.0
cat__TotalCharges_436.2,0.0
cat__TotalCharges_4368.85,0.0
cat__TotalCharges_4367.35,0.0
cat__TotalCharges_4364.1,0.0
cat__TotalCharges_4362.05,0.0
cat__TotalCharges_4361.55,0.0
cat__TotalCharges_436.9,0.0
cat__TotalCharges_436.6,0.0
cat__TotalCharges_996.45,0.0
cat__TotalCharges_4322.85,0.0
cat__TotalCharges_426.65,0.0
cat__TotalCharges_4275.75,0.0
cat__TotalCharges_4287.2,0.0
cat__TotalCharges_4284.8,0.0
cat__TotalCharges_996.95,0.0
cat__TotalCharges_4284.65,0.0
cat__TotalCharges_4284.2,0.0
cat__TotalCharges_428.7,0.0
cat__TotalCharges_428.45,0.0
cat__TotalCharges_4273.45,0.0
cat__TotalCharges_4295.35,0.0
cat__TotalCharges_4267.15,0.0
cat__TotalCharges_4266.4,0.0
cat__TotalCharges_4265,0.0
cat__TotalCharges_4264.6,0.0
cat__TotalCharges_4264,0.0
cat__TotalCharges_4263.45,0.0
cat__TotalCharges_4263.4,0.0
cat__TotalCharges_429.55,0.0
cat__TotalCharges_4297.6,0.0
cat__TotalCharges_432.5,0.0
cat__TotalCharges_4307.1,0.0
cat__TotalCharges_432.25,0.0
cat__TotalCharges_4318.35,0.0
cat__TotalCharges_4312.5,0.0
cat__TotalCharges_4310.35,0.0
cat__TotalCharges_431,0.0
cat__TotalCharges_4309.55,0.0
cat__TotalCharges_4308.25,0.0
cat__TotalCharges_4303.65,0.0
cat__TotalCharges_4297.95,0.0
cat__TotalCharges_996.85,0.0
cat__TotalCharges_43.85,0.0
cat__TotalCharges_43.8,0.0
cat__TotalCharges_43.3,0.0
cat__TotalCharges_4299.95,0.0
cat__TotalCharges_4299.75,0.0
cat__TotalCharges_4299.2,0.0
cat__TotalCharges_4135,0.0
cat__TotalCharges_4134.85,0.0
cat__TotalCharges_4134.7,0.0
cat__TotalCharges_3975.9,0.0
cat__TotalCharges_399.25,0.0
cat__TotalCharges_3988.5,0.0
cat__TotalCharges_999.45,0.0
cat__TotalCharges_3985.35,0.0
cat__TotalCharges_999.8,0.0
cat__TotalCharges_3983.6,0.0
cat__TotalCharges_398.55,0.0
cat__TotalCharges_3975.7,0.0
cat__TotalCharges_3990.6,0.0
cat__TotalCharges_3974.7,0.0
cat__TotalCharges_3974.15,0.0
cat__TotalCharges_3973.2,0.0
cat__TotalCharges_3972.25,0.0
cat__TotalCharges_3970.4,0.0
cat__TotalCharges_397,0.0
cat__TotalCharges_3969.35,0.0
cat__TotalCharges_399.6,0.0
cat__TotalCharges_3990.75,0.0
cat__TotalCharges_396.3,0.0
cat__TotalCharges_4003.85,0.0
cat__TotalCharges_4014.6,0.0
cat__TotalCharges_4014.2,0.0
cat__TotalCharges_4013.8,0.0
cat__TotalCharges_401.95,0.0
cat__TotalCharges_401.85,0.0
cat__TotalCharges_401.5,0.0
cat__TotalCharges_401.1,0.0
cat__TotalCharges_4003,0.0
cat__TotalCharges_3994.05,0.0
cat__TotalCharges_400,0.0
cat__TotalCharges_40.9,0.0
cat__TotalCharges_40.25,0.0
cat__TotalCharges_40.2,0.0
cat__TotalCharges_40.1,0.0
cat__TotalCharges_3996.8,0.0
cat__TotalCharges_3994.45,0.0
cat__TotalCharges_3966.3,0.0
cat__TotalCharges_396.1,0.0
cat__TotalCharges_4133.95,0.0
cat__TotalCharges_3914.05,0.0
cat__TotalCharges_3923.8,0.0
cat__TotalCharges_3921.3,0.0
cat__TotalCharges_3921.1,0.0
cat__TotalCharges_392.65,0.0
cat__TotalCharges_392.5,0.0
cat__TotalCharges_3919.15,0.0
cat__TotalCharges_3915.4,0.0
cat__TotalCharges_3912.9,0.0
cat__TotalCharges_393.45,0.0
cat__TotalCharges_391.7,0.0
cat__TotalCharges_3906.7,0.0
cat__TotalCharges_3902.6,0.0
cat__TotalCharges_3902.45,0.0
cat__TotalCharges_3901.25,0.0
cat__TotalCharges_390.85,0.0
cat__TotalCharges_39.85,0.0
cat__TotalCharges_393.15,0.0
cat__TotalCharges_3930.55,0.0
cat__TotalCharges_3959.35,0.0
cat__TotalCharges_395.6,0.0
cat__TotalCharges_3959.15,0.0
cat__TotalCharges_3958.85,0.0
cat__TotalCharges_3954.1,0.0
cat__TotalCharges_3953.7,0.0
cat__TotalCharges_3952.65,0.0
cat__TotalCharges_3952.45,0.0
cat__TotalCharges_3950.85,0.0
cat__TotalCharges_3949.15,0.0
cat__TotalCharges_3930.6,0.0
cat__TotalCharges_3948.45,0.0
cat__TotalCharges_3946.9,0.0
cat__TotalCharges_3944.5,0.0
cat__TotalCharges_3941.7,0.0
cat__TotalCharges_394.85,0.0
cat__TotalCharges_394.1,0.0
cat__TotalCharges_3937.45,0.0
cat__TotalCharges_4016.2,0.0
cat__TotalCharges_4016.3,0.0
cat__TotalCharges_4016.75,0.0
cat__TotalCharges_4097.05,0.0
cat__TotalCharges_411.25,0.0
cat__TotalCharges_411.15,0.0
cat__TotalCharges_4108.15,0.0
cat__TotalCharges_4107.25,0.0
cat__TotalCharges_4103.9,0.0
cat__TotalCharges_41.85,0.0
cat__TotalCharges_41.2,0.0
cat__TotalCharges_4096.9,0.0
cat__TotalCharges_4113.1,0.0
cat__TotalCharges_4092.85,0.0
cat__TotalCharges_409.9,0.0
cat__TotalCharges_4086.3,0.0
cat__TotalCharges_4085.75,0.0
cat__TotalCharges_4084.35,0.0
cat__TotalCharges_408.5,0.0
cat__TotalCharges_408.25,0.0
cat__TotalCharges_411.75,0.0
cat__TotalCharges_4113.15,0.0
cat__TotalCharges_4016.85,0.0
cat__TotalCharges_4122.65,0.0
cat__TotalCharges_4131.95,0.0
cat__TotalCharges_4131.2,0.0
cat__TotalCharges_413.65,0.0
cat__TotalCharges_413.25,0.0
cat__TotalCharges_413,0.0
cat__TotalCharges_4124.65,0.0
cat__TotalCharges_4122.9,0.0
cat__TotalCharges_412.6,0.0
cat__TotalCharges_4113.7,0.0
cat__TotalCharges_412.55,0.0
cat__TotalCharges_412.5,0.0
cat__TotalCharges_412.1,0.0
cat__TotalCharges_4119.4,0.0
cat__TotalCharges_4116.9,0.0
cat__TotalCharges_4116.8,0.0
cat__TotalCharges_4116.15,0.0
cat__TotalCharges_4079.55,0.0
cat__TotalCharges_4069.9,0.0
cat__TotalCharges_4068,0.0
cat__TotalCharges_4026.4,0.0
cat__TotalCharges_4039.5,0.0
cat__TotalCharges_4039.3,0.0
cat__TotalCharges_4039,0.0
cat__TotalCharges_4036.85,0.0
cat__TotalCharges_4036,0.0
cat__TotalCharges_403.35,0.0
cat__TotalCharges_4029.95,0.0
cat__TotalCharges_4025.6,0.0
cat__TotalCharges_4065,0.0
cat__TotalCharges_402.85,0.0
cat__TotalCharges_402.6,0.0
cat__TotalCharges_402.5,0.0
cat__TotalCharges_4018.55,0.0
cat__TotalCharges_4018.35,0.0
cat__TotalCharges_4018.05,0.0
cat__TotalCharges_4017.45,0.0
cat__TotalCharges_998.1,0.0
cat__TotalCharges_404.2,0.0
cat__TotalCharges_404.35,0.0
cat__TotalCharges_4040.2,0.0
cat__TotalCharges_4063,0.0
cat__TotalCharges_4060.9,0.0
cat__TotalCharges_4060.55,0.0
cat__TotalCharges_406.95,0.0
cat__TotalCharges_406.05,0.0
cat__TotalCharges_4059.85,0.0
cat__TotalCharges_4059.35,0.0
cat__TotalCharges_4055.5,0.0
cat__TotalCharges_4054.2,0.0
cat__TotalCharges_405.6,0.0
cat__TotalCharges_4048.95,0.0
cat__TotalCharges_4045.65,0.0
cat__TotalCharges_4042.3,0.0
cat__TotalCharges_4042.2,0.0
cat__TotalCharges_4040.65,0.0
cat__TotalCharges_438.25,0.0
cat__TotalCharges_438.9,0.0
cat__TotalCharges_4862.5,0.0
cat__TotalCharges_4698.05,0.0
cat__TotalCharges_470.95,0.0
cat__TotalCharges_981.45,0.0
cat__TotalCharges_982.95,0.0
cat__TotalCharges_470,0.0
cat__TotalCharges_47.95,0.0
cat__TotalCharges_47.7,0.0
cat__TotalCharges_47.5,0.0
cat__TotalCharges_4692.95,0.0
cat__TotalCharges_471.55,0.0
cat__TotalCharges_4692.55,0.0
cat__TotalCharges_4690.65,0.0
cat__TotalCharges_469.85,0.0
cat__TotalCharges_985.05,0.0
cat__TotalCharges_469.25,0.0
cat__TotalCharges_4689.15,0.0
cat__TotalCharges_4687.9,0.0
cat__TotalCharges_4707.1,0.0
cat__TotalCharges_471.7,0.0
cat__TotalCharges_4681.75,0.0
cat__TotalCharges_4733.1,0.0
cat__TotalCharges_474.9,0.0
cat__TotalCharges_474.8,0.0
cat__TotalCharges_4738.85,0.0
cat__TotalCharges_980.35,0.0
cat__TotalCharges_4738.3,0.0
cat__TotalCharges_4735.35,0.0
cat__TotalCharges_4735.2,0.0
cat__TotalCharges_4732.35,0.0
cat__TotalCharges_471.85,0.0
cat__TotalCharges_4730.9,0.0
cat__TotalCharges_4729.75,0.0
cat__TotalCharges_4729.3,0.0
cat__TotalCharges_4720,0.0
cat__TotalCharges_472.25,0.0
cat__TotalCharges_4719.75,0.0
cat__TotalCharges_4718.25,0.0
cat__TotalCharges_4685.55,0.0
cat__TotalCharges_4680.05,0.0
cat__TotalCharges_4741.45,0.0
cat__TotalCharges_4627.8,0.0
cat__TotalCharges_4641.1,0.0
cat__TotalCharges_4639.45,0.0
cat__TotalCharges_989.45,0.0
cat__TotalCharges_4634.35,0.0
cat__TotalCharges_4631.7,0.0
cat__TotalCharges_4630.2,0.0
cat__TotalCharges_463.6,0.0
cat__TotalCharges_4627.65,0.0
cat__TotalCharges_465.45,0.0
cat__TotalCharges_4620.4,0.0
cat__TotalCharges_462.8,0.0
cat__TotalCharges_4616.05,0.0
cat__TotalCharges_4615.9,0.0
cat__TotalCharges_4615.25,0.0
cat__TotalCharges_4614.55,0.0
cat__TotalCharges_4613.95,0.0
cat__TotalCharges_465.05,0.0
cat__TotalCharges_465.7,0.0
cat__TotalCharges_4676.7,0.0
cat__TotalCharges_987.95,0.0
cat__TotalCharges_4674.55,0.0
cat__TotalCharges_4674.4,0.0
cat__TotalCharges_4671.7,0.0
cat__TotalCharges_4671.65,0.0
cat__TotalCharges_467.85,0.0
cat__TotalCharges_467.7,0.0
cat__TotalCharges_467.55,0.0
cat__TotalCharges_989.05,0.0
cat__TotalCharges_465.85,0.0
cat__TotalCharges_4669.2,0.0
cat__TotalCharges_4664.5,0.0
cat__TotalCharges_4664.2,0.0
cat__TotalCharges_4664.15,0.0
cat__TotalCharges_4657.95,0.0
cat__TotalCharges_4653.85,0.0
cat__TotalCharges_4652.4,0.0
cat__TotalCharges_4740,0.0
cat__TotalCharges_4744.35,0.0
cat__TotalCharges_4385.05,0.0
cat__TotalCharges_482.8,0.0
cat__TotalCharges_4830.25,0.0
cat__TotalCharges_483.7,0.0
cat__TotalCharges_483.3,0.0
cat__TotalCharges_4828.05,0.0
cat__TotalCharges_4824.45,0.0
cat__TotalCharges_4820.55,0.0
cat__TotalCharges_4820.15,0.0
cat__TotalCharges_482.25,0.0
cat__TotalCharges_4837.6,0.0
cat__TotalCharges_4819.75,0.0
cat__TotalCharges_4818.8,0.0
cat__TotalCharges_4816.7,0.0
cat__TotalCharges_4812.75,0.0
cat__TotalCharges_481.1,0.0
cat__TotalCharges_4808.7,0.0
cat__TotalCharges_4807.45,0.0
cat__TotalCharges_4834,0.0
cat__TotalCharges_4839.15,0.0
cat__TotalCharges_4805.65,0.0
cat__TotalCharges_4855.35,0.0
cat__TotalCharges_5959.3,0.0
cat__TotalCharges_4860.35,0.0
cat__TotalCharges_486.85,0.0
cat__TotalCharges_486.2,0.0
cat__TotalCharges_486.05,0.0
cat__TotalCharges_4859.95,0.0
cat__TotalCharges_4859.25,0.0
cat__TotalCharges_4854.3,0.0
cat__TotalCharges_484.05,0.0
cat__TotalCharges_4853.75,0.0
cat__TotalCharges_485.9,0.0
cat__TotalCharges_485.2,0.0
cat__TotalCharges_4849.1,0.0
cat__TotalCharges_4847.35,0.0
cat__TotalCharges_4847.05,0.0
cat__TotalCharges_4845.4,0.0
cat__TotalCharges_4807.35,0.0
cat__TotalCharges_4804.75,0.0
cat__TotalCharges_4746.05,0.0
cat__TotalCharges_475.25,0.0
cat__TotalCharges_4759.75,0.0
cat__TotalCharges_4759.55,0.0
cat__TotalCharges_4758.8,0.0
cat__TotalCharges_4754.3,0.0
cat__TotalCharges_4753.85,0.0
cat__TotalCharges_4750.95,0.0
cat__TotalCharges_475.7,0.0
cat__TotalCharges_475.1,0.0
cat__TotalCharges_4760.3,0.0
cat__TotalCharges_475,0.0
cat__TotalCharges_4749.15,0.0
cat__TotalCharges_4748.7,0.0
cat__TotalCharges_4747.85,0.0
cat__TotalCharges_4747.65,0.0
cat__TotalCharges_4747.5,0.0
cat__TotalCharges_4747.2,0.0
cat__TotalCharges_4759.85,0.0
cat__TotalCharges_4765,0.0
cat__TotalCharges_480.6,0.0
cat__TotalCharges_4786.15,0.0
cat__TotalCharges_48.95,0.0
cat__TotalCharges_98.5,0.0
cat__TotalCharges_48.55,0.0
cat__TotalCharges_48.45,0.0
cat__TotalCharges_48.35,0.0
cat__TotalCharges_4798.4,0.0
cat__TotalCharges_4793.8,0.0
cat__TotalCharges_4786.1,0.0
cat__TotalCharges_477.55,0.0
cat__TotalCharges_4784.45,0.0
cat__TotalCharges_4783.5,0.0
cat__TotalCharges_478.75,0.0
cat__TotalCharges_478.1,0.0
cat__TotalCharges_4779.45,0.0
cat__TotalCharges_477.7,0.0
cat__TotalCharges_477.6,0.0
cat__TotalCharges_461.7,0.0
cat__TotalCharges_461.3,0.0
cat__TotalCharges_4600.95,0.0
cat__TotalCharges_4456.65,0.0
cat__TotalCharges_4461.85,0.0
cat__TotalCharges_446.8,0.0
cat__TotalCharges_446.1,0.0
cat__TotalCharges_446.05,0.0
cat__TotalCharges_4459.8,0.0
cat__TotalCharges_4459.15,0.0
cat__TotalCharges_4458.15,0.0
cat__TotalCharges_4456.35,0.0
cat__TotalCharges_4469.1,0.0
cat__TotalCharges_4454.25,0.0
cat__TotalCharges_4453.3,0.0
cat__TotalCharges_4451.85,0.0
cat__TotalCharges_445.95,0.0
cat__TotalCharges_445.85,0.0
cat__TotalCharges_445.3,0.0
cat__TotalCharges_4449.75,0.0
cat__TotalCharges_4464.8,0.0
cat__TotalCharges_447.9,0.0
cat__TotalCharges_4443.45,0.0
cat__TotalCharges_449.3,0.0
cat__TotalCharges_45.15,0.0
cat__TotalCharges_990.3,0.0
cat__TotalCharges_45.05,0.0
cat__TotalCharges_45,0.0
cat__TotalCharges_4495.65,0.0
cat__TotalCharges_4494.65,0.0
cat__TotalCharges_449.75,0.0
cat__TotalCharges_4487.3,0.0
cat__TotalCharges_4473,0.0
cat__TotalCharges_4484.05,0.0
cat__TotalCharges_4483.95,0.0
cat__TotalCharges_4481,0.0
cat__TotalCharges_4479.2,0.0
cat__TotalCharges_4478.85,0.0
cat__TotalCharges_4475.9,0.0
cat__TotalCharges_4473.45,0.0
cat__TotalCharges_4447.75,0.0
cat__TotalCharges_4442.75,0.0
cat__TotalCharges_4600.7,0.0
cat__TotalCharges_44.05,0.0
cat__TotalCharges_44.45,0.0
cat__TotalCharges_44.4,0.0
cat__TotalCharges_44.35,0.0
cat__TotalCharges_44.3,0.0
cat__TotalCharges_990.9,0.0
cat__TotalCharges_44.1,0.0
cat__TotalCharges_992.7,0.0
cat__TotalCharges_993.15,0.0
cat__TotalCharges_44.6,0.0
cat__TotalCharges_4398.15,0.0
cat__TotalCharges_4392.5,0.0
cat__TotalCharges_4391.25,0.0
cat__TotalCharges_4390.25,0.0
cat__TotalCharges_439.75,0.0
cat__TotalCharges_4388.4,0.0
cat__TotalCharges_4386.2,0.0
cat__TotalCharges_44.55,0.0
cat__TotalCharges_44.7,0.0
cat__TotalCharges_444.75,0.0
cat__TotalCharges_442.45,0.0
cat__TotalCharges_4438.2,0.0
cat__TotalCharges_4433.3,0.0
cat__TotalCharges_4428.6,0.0
cat__TotalCharges_4424.2,0.0
cat__TotalCharges_4422.95,0.0
cat__TotalCharges_4421.95,0.0
cat__TotalCharges_442.6,0.0
cat__TotalCharges_442.2,0.0
cat__TotalCharges_990.45,0.0
cat__TotalCharges_4415.75,0.0
cat__TotalCharges_4414.3,0.0
cat__TotalCharges_4400.75,0.0
cat__TotalCharges_440.2,0.0
cat__TotalCharges_44.95,0.0
cat__TotalCharges_44.9,0.0
cat__TotalCharges_44.8,0.0
cat__TotalCharges_45.25,0.0
cat__TotalCharges_45.3,0.0
cat__TotalCharges_45.35,0.0
cat__TotalCharges_4549.45,0.0
cat__TotalCharges_456.85,0.0
cat__TotalCharges_4557.5,0.0
cat__TotalCharges_4555.2,0.0
cat__TotalCharges_4554.85,0.0
cat__TotalCharges_4551.5,0.0
cat__TotalCharges_455.5,0.0
cat__TotalCharges_455.3,0.0
cat__TotalCharges_4549.05,0.0
cat__TotalCharges_4566.5,0.0
cat__TotalCharges_4547.25,0.0
cat__TotalCharges_4546,0.0
cat__TotalCharges_4543.95,0.0
cat__TotalCharges_4543.15,0.0
cat__TotalCharges_4542.35,0.0
cat__TotalCharges_4541.9,0.0
cat__TotalCharges_4541.2,0.0
cat__TotalCharges_4563,0.0
cat__TotalCharges_457.1,0.0
cat__TotalCharges_99.95,0.0
cat__TotalCharges_4599.15,0.0
cat__TotalCharges_460.25,0.0
cat__TotalCharges_460.2,0.0
cat__TotalCharges_46.4,0.0
cat__TotalCharges_46.35,0.0
cat__TotalCharges_46.3,0.0
cat__TotalCharges_46.2,0.0
cat__TotalCharges_46,0.0
cat__TotalCharges_4594.95,0.0
cat__TotalCharges_457.3,0.0
cat__TotalCharges_4594.65,0.0
cat__TotalCharges_4590.35,0.0
cat__TotalCharges_459.95,0.0
cat__TotalCharges_459.6,0.0
cat__TotalCharges_4586.15,0.0
cat__TotalCharges_4577.9,0.0
cat__TotalCharges_4576.3,0.0
cat__TotalCharges_454.65,0.0
cat__TotalCharges_454.15,0.0
cat__TotalCharges_454.05,0.0
cat__TotalCharges_450.8,0.0
cat__TotalCharges_4512.7,0.0
cat__TotalCharges_4510.8,0.0
cat__TotalCharges_451.55,0.0
cat__TotalCharges_451.1,0.0
cat__TotalCharges_4509.5,0.0
cat__TotalCharges_4504.9,0.0
cat__TotalCharges_4504.55,0.0
cat__TotalCharges_450.4,0.0
cat__TotalCharges_454,0.0
cat__TotalCharges_99.45,0.0
cat__TotalCharges_45.75,0.0
cat__TotalCharges_45.7,0.0
cat__TotalCharges_45.65,0.0
cat__TotalCharges_45.6,0.0
cat__TotalCharges_45.55,0.0
cat__TotalCharges_99.75,0.0
cat__TotalCharges_4513.65,0.0
cat__TotalCharges_4515.85,0.0
cat__TotalCharges_4517.25,0.0
cat__TotalCharges_4519.5,0.0
cat__TotalCharges_4539.6,0.0
cat__TotalCharges_4539.35,0.0
cat__TotalCharges_4535.85,0.0
cat__TotalCharges_4534.9,0.0
cat__TotalCharges_4533.9,0.0
cat__TotalCharges_4532.3,0.0
cat__TotalCharges_453.4,0.0
cat__TotalCharges_4528,0.0
cat__TotalCharges_4527.45,0.0
cat__TotalCharges_4526.85,0.0
cat__TotalCharges_4525.8,0.0
cat__TotalCharges_4524.05,0.0
cat__TotalCharges_452.7,0.0
cat__TotalCharges_452.35,0.0
cat__TotalCharges_452.2,0.0
cat__TotalCharges_5957.9,0.0
cat__TotalCharges_5963.95,0.0
cat__TotalCharges_5960.5,0.0
cat__TotalCharges_773.65,0.0
cat__TotalCharges_7758.9,0.0
cat__TotalCharges_7752.3,0.0
cat__TotalCharges_775.6,0.0
cat__TotalCharges_775.3,0.0
cat__TotalCharges_7746.7,0.0
cat__TotalCharges_7737.55,0.0
cat__TotalCharges_7732.65,0.0
cat__TotalCharges_773.2,0.0
cat__TotalCharges_7767.25,0.0
cat__TotalCharges_7726.35,0.0
cat__TotalCharges_7723.9,0.0
cat__TotalCharges_7723.7,0.0
cat__TotalCharges_772.85,0.0
cat__TotalCharges_772.4,0.0
cat__TotalCharges_7719.5,0.0
cat__TotalCharges_7714.65,0.0
cat__TotalCharges_776.25,0.0
cat__TotalCharges_777.3,0.0
cat__TotalCharges_7711.45,0.0
cat__TotalCharges_78.45,0.0
